N-DUBZ,2,1,I NEED YOU,1,2010
DAVID GUETTA,3,3,SEXY CHICK,1,2010
CHASE,4,2,END CREDITS,1,2010
DIZZEE RASCAL,5,1,BONKERS,1,2010
DIZZEE RASCAL,6,2,HOLIDAY,1,2010
OAKENFOLD,7,6,FASTER KILL PUSSYCAT,1,2010
CALVIN HARRIS,8,3,FLASHBACK,1,2010
DAVID GUETTA,9,1,WHEN LOVE TAKES OVER,1,2010
PRODIGY,10,5,INVADERS MUST DIE,1,2010
SIMIAN MOBILE DISCO,11,8,CRUEL INTENTIONS,1,2010
EXAMPLE,12,3,WATCH THE SUN COME UP,1,2010
CASCADA,13,13,EVACUATE THE DANCEFLOOR,1,2010
DAVID GUETTA,14,4,ONE LOVE,1,2010
YAZOO,15,15,DON'T GO,1,2010
CALVIN HARRIS,16,15,I'M NOT ALONE,1,2010
IAN CAREY PROJECT,17,7,GET SHAKY,1,2010
SOURCE,18,2,YOU GOT THE LOVE,1,2010
DUCK SAUCE,19,1,ANYWAY,1,2010
DIZZEE RASCAL,20,1,DANCE WIV ME,1,2010
COBRA STARSHIP,21,8,GOOD GIRLS GO BAD,1,2010
CALVIN HARRIS,22,1,READY FOR THE WEEKEND,1,2010
JUSTICE,23,17,GENESIS,1,2010
AGNES,24,23,RELEASE ME,1,2010
DEADMAU5,25,2,GHOSTS 'N' STUFF,1,2010
DEADMAU5,26,1,I REMEMBER,1,2010
CHASE,27,1,PIECES,1,2010
PRODIGY,28,1,WARRIOR'S DANCE,1,2010
CASCADA,29,22,LAST CHRISTMAS,1,2010
BASSHUNTER,30,20,JINGLE BELLS,1,2010
NNEKA,31,18,HEARTBEAT,1,2010
PRODIGY,32,1,OMEN,1,2010
KID CUDI,33,1,DAY 'N' NITE,1,2010
MIIKE SNOW,34,2,BLACK & BLUE,1,2010
DAFT PUNK,35,3,HARDER BETTER FASTER STRONGER,1,2010
CASCADA,36,36,FEVER,1,2010
CHICANE,37,29,POPPIHOLLA,1,2010
MEDINA,38,27,YOU AND I,1,2010
MADONNA,39,1,CELEBRATION,1,2010
AGNES,40,5,I NEED YOU NOW,1,2010
SIDNEY SAMSON,1,1,RIVERSIDE,2,2010
EXAMPLE,2,2,WON'T GO QUIETLY,2,2010
WILEY,3,2,TAKE THAT,2,2010
CALVIN HARRIS,4,4,YOU USED TO HOLD ME,2,2010
SUB FOCUS,5,4,COULD THIS BE REAL,2,2010
CHUCKIE,6,1,LET THE BASS KICK IN MIAMI GIRL,2,2010
DAVID GUETTA,7,2,SEXY CHICK,2,2010
CHASE,8,2,END CREDITS,2,2010
N-DUBZ,9,1,I NEED YOU,2,2010
EXAMPLE,10,3,WATCH THE SUN COME UP,2,2010
DIZZEE RASCAL,11,1,BONKERS,2,2010
BASSHUNTER,12,1,NOW YOU'RE GONE,2,2010
DEADMAU5,13,13,STROBE,2,2010
DIZZEE RASCAL,14,2,HOLIDAY,2,2010
SIMIAN MOBILE DISCO,15,8,CRUEL INTENTIONS,2,2010
MIIKE SNOW,16,16,SILVIA,2,2010
CASCADA,17,9,EVACUATE THE DANCEFLOOR,2,2010
CALVIN HARRIS,18,8,I'M NOT ALONE,2,2010
BASSHUNTER,19,3,ALL I EVER WANTED,2,2010
DAVID GUETTA,20,1,WHEN LOVE TAKES OVER,2,2010
CALVIN HARRIS,21,3,FLASHBACK,2,2010
PRODIGY,22,1,WARRIOR'S DANCE,2,2010
PRODIGY,23,5,INVADERS MUST DIE,2,2010
DEADMAU5,24,1,I REMEMBER,2,2010
IAN CAREY PROJECT,25,7,GET SHAKY,2,2010
SOURCE,26,2,YOU GOT THE LOVE,2,2010
DUCK SAUCE,27,1,ANYWAY,2,2010
DIZZEE RASCAL,28,1,DANCE WIV ME,2,2010
DEADMAU5,29,2,GHOSTS 'N' STUFF,2,2010
PRODIGY,30,1,OMEN,2,2010
KID CUDI,31,1,DAY 'N' NITE,2,2010
AGNES,32,19,RELEASE ME,2,2010
ANOTHER LEVEL,33,33,FREAK ME,2,2010
CALVIN HARRIS,34,1,READY FOR THE WEEKEND,2,2010
GROOVE ARMADA,35,35,PAPER ROMANCE,2,2010
SAM SPARRO,36,4,BLACK & GOLD,2,2010
GURU JOSH PROJECT,37,1,INFINITY 2008,2,2010
FOUR TET,38,38,ANGEL ECHOES,2,2010
JUST JACK,39,7,STARZ IN THEIR EYES,2,2010
NNEKA,40,18,HEARTBEAT,2,2010
EXAMPLE,1,1,WON'T GO QUIETLY,3,2010
SIDNEY SAMSON,2,1,RIVERSIDE,3,2010
BLACK EYED PEAS,3,3,ROCK THAT BODY,3,2010
CALVIN HARRIS,4,3,YOU USED TO HOLD ME,3,2010
DJ ZINC,5,4,WILE OUT,3,2010
DAVID GUETTA,6,2,SEXY CHICK,3,2010
REMADY,7,5,NO SUPERSTAR,3,2010
DANNY BYRD,8,6,SWEET HARMONY,3,2010
DIZZEE RASCAL,9,1,BONKERS,3,2010
DAVID GUETTA,10,10,MEMORIES,3,2010
CHASE,11,2,END CREDITS,3,2010
THREE 6 MAFIA,12,7,FEEL IT,3,2010
CHUCKIE,13,1,LET THE BASS KICK IN MIAMI GIRL,3,2010
WILEY,14,2,TAKE THAT,3,2010
DIZZEE RASCAL,15,2,HOLIDAY,3,2010
N-DUBZ,16,1,I NEED YOU,3,2010
HOT CHIP,17,4,ONE LIFE STAND,3,2010
DAVID GUETTA,18,1,WHEN LOVE TAKES OVER,3,2010
EXAMPLE,19,3,WATCH THE SUN COME UP,3,2010
CALVIN HARRIS,20,8,I'M NOT ALONE,3,2010
DEADMAU5,21,2,GHOSTS 'N' STUFF,3,2010
DIZZEE RASCAL,22,1,DANCE WIV ME,3,2010
STEVE ANGELLO,23,1,SHOW ME LOVE,3,2010
SUB FOCUS,24,4,COULD THIS BE REAL,3,2010
GROOVE ARMADA,25,25,PAPER ROMANCE,3,2010
DEADMAU5,26,1,I REMEMBER,3,2010
SOURCE,27,2,YOU GOT THE LOVE,3,2010
CASCADA,28,9,EVACUATE THE DANCEFLOOR,3,2010
CALVIN HARRIS,29,3,FLASHBACK,3,2010
PRODIGY,30,5,INVADERS MUST DIE,3,2010
PRODIGY,31,1,OMEN,3,2010
SAM SPARRO,32,4,BLACK & GOLD,3,2010
CALVIN HARRIS,33,1,READY FOR THE WEEKEND,3,2010
IAN CAREY PROJECT,34,7,GET SHAKY,3,2010
HADOUKEN,35,35,MIC CHECK,3,2010
PRODIGY,36,1,WARRIOR'S DANCE,3,2010
PENDULUM,37,3,PROPANE NIGHTMARES,3,2010
MATTHEW JAMES,38,38,SINCERE,3,2010
FAITHLESS,39,1,INSOMNIA 2005,3,2010
BASSHUNTER,40,1,NOW YOU'RE GONE,3,2010
INNA,1,1,HOT,4,2010
BLACK EYED PEAS,2,1,ROCK THAT BODY,4,2010
GRAMOPHONEDZIE,3,1,WHY DON'T YOU,4,2010
DAVID GUETTA,4,4,MEMORIES,4,2010
SIDNEY SAMSON,5,1,RIVERSIDE,4,2010
AUDIO BULLYS,6,6,ONLY MAN,4,2010
EXAMPLE,7,1,WON'T GO QUIETLY,4,2010
STEVE AOKI,8,3,I'M IN THE HOUSE,4,2010
CHASE,9,2,END CREDITS,4,2010
DAVID GUETTA,10,2,SEXY CHICK,4,2010
TIESTO,11,11,WHO WANTS TO BE ALONE,4,2010
DAVID GUETTA,12,1,WHEN LOVE TAKES OVER,4,2010
DJ ZINC,13,4,WILE OUT,4,2010
HADOUKEN,14,14,MIC CHECK,4,2010
CALVIN HARRIS,15,3,YOU USED TO HOLD ME,4,2010
DIZZEE RASCAL,16,1,BONKERS,4,2010
CHERYL LYNN,17,17,GOT TO BE REAL,4,2010
WILEY,18,2,TAKE THAT,4,2010
DIZZEE RASCAL,19,2,HOLIDAY,4,2010
CHUCKIE,20,1,LET THE BASS KICK IN MIAMI GIRL,4,2010
THREE 6 MAFIA,21,7,FEEL IT,4,2010
N-DUBZ,22,1,I NEED YOU,4,2010
MAJOR LAZER,23,23,PON DE FLOOR,4,2010
CALVIN HARRIS,24,8,I'M NOT ALONE,4,2010
SUB FOCUS,25,4,COULD THIS BE REAL,4,2010
DELPHIC,26,16,HALCYON,4,2010
SOURCE,27,2,YOU GOT THE LOVE,4,2010
CASCADA,28,9,EVACUATE THE DANCEFLOOR,4,2010
FAITHLESS,29,1,INSOMNIA 2005,4,2010
PAUL VAN DYK,30,1,FOR AN ANGEL,4,2010
DEADMAU5,31,1,I REMEMBER,4,2010
STEVE ANGELLO,32,1,SHOW ME LOVE,4,2010
DIZZEE RASCAL,33,1,DANCE WIV ME,4,2010
PRODIGY,34,5,INVADERS MUST DIE,4,2010
DJ SAMMY,35,3,HEAVEN,4,2010
ULTRABEAT,36,4,PRETTY GREEN EYES,4,2010
CALVIN HARRIS,37,1,READY FOR THE WEEKEND,4,2010
KID CUDI,38,1,DAY 'N' NITE,4,2010
SASH,39,2,RAINDROPS,4,2010
PRODIGY,40,1,OMEN,4,2010
KELIS,1,1,ACAPELLA,5,2010
INNA,2,1,HOT,5,2010
DAVID GUETTA,3,2,MEMORIES,5,2010
BLACK EYED PEAS,4,1,ROCK THAT BODY,5,2010
SIDNEY SAMSON,5,1,RIVERSIDE,5,2010
GRAMOPHONEDZIE,6,1,WHY DON'T YOU,5,2010
CHASE,7,2,END CREDITS,5,2010
DAVID GUETTA,8,2,SEXY CHICK,5,2010
EXAMPLE,9,1,WON'T GO QUIETLY,5,2010
FENECH SOLER,10,10,STOP AND STARE,5,2010
N-TRANCE,11,4,SET YOU FREE,5,2010
HOT CHIP,12,12,I FEEL BETTER,5,2010
MOTORCYCLE,13,2,AS THE RUSH COMES,5,2010
KID SISTER,14,14,DAYDREAMING,5,2010
DAVID GUETTA,15,1,WHEN LOVE TAKES OVER,5,2010
DIZZEE RASCAL,16,1,BONKERS,5,2010
DIZZEE RASCAL,17,2,HOLIDAY,5,2010
DJ ZINC,18,4,WILE OUT,5,2010
CALVIN HARRIS,19,3,YOU USED TO HOLD ME,5,2010
MAJOR LAZER,20,19,PON DE FLOOR,5,2010
TIESTO,21,2,ADAGIO FOR STRINGS,5,2010
STEVE AOKI,22,3,I'M IN THE HOUSE,5,2010
CHUCKIE,23,1,LET THE BASS KICK IN MIAMI GIRL,5,2010
FAITHLESS,24,1,INSOMNIA 2005,5,2010
CALVIN HARRIS,25,8,I'M NOT ALONE,5,2010
N-DUBZ,26,1,I NEED YOU,5,2010
PRODIGY,27,1,OMEN,5,2010
WILEY,28,2,TAKE THAT,5,2010
CARIBOU,29,29,ODESSA,5,2010
IAN CAREY PROJECT,30,7,GET SHAKY,5,2010
PENDULUM,31,3,PROPANE NIGHTMARES,5,2010
4 STRINGS,32,3,TAKE ME AWAY INTO THE NIGHT,5,2010
DJ SAMMY,33,3,HEAVEN,5,2010
DEADMAU5,34,1,I REMEMBER,5,2010
ULTRABEAT,35,35,PRETTY GREEN EYES VS FEELIN FINE,5,2010
CASCADA,36,9,EVACUATE THE DANCEFLOOR,5,2010
DIZZEE RASCAL,37,1,DANCE WIV ME,5,2010
RUSKO,38,22,WOO BOOST,5,2010
HADOUKEN,39,8,MIC CHECK,5,2010
BLACK BOX,40,20,RIDE ON TIME,5,2010
EDWARD MAYA,1,1,STEREO LOVE,6,2010
ROLL DEEP,2,1,GOOD TIMES,6,2010
KELIS,3,1,ACAPELLA,6,2010
DAVID GUETTA,4,2,MEMORIES,6,2010
DAVID GUETTA,5,5,GETTIN' OVER,6,2010
HURTS,6,6,BETTER THAN LOVE,6,2010
INNA,7,1,HOT,6,2010
SUB FOCUS,8,7,SPLASH,6,2010
FAITHLESS,9,5,NOT GOING HOME,6,2010
BLACK EYED PEAS,10,1,ROCK THAT BODY,6,2010
NEW ORDER,11,11,WORLD IN MOTION,6,2010
DIZZEE RASCAL,12,1,BONKERS,6,2010
FAITHLESS,13,1,INSOMNIA 2005,6,2010
DAVID GUETTA,14,2,SEXY CHICK,6,2010
FUGATIVE,15,5,CRUSH,6,2010
DIZZEE RASCAL,16,2,HOLIDAY,6,2010
SIDNEY SAMSON,17,1,RIVERSIDE,6,2010
EXAMPLE,18,1,WON'T GO QUIETLY,6,2010
CHASE,19,2,END CREDITS,6,2010
PENDULUM,20,3,PROPANE NIGHTMARES,6,2010
TIESTO,21,2,ADAGIO FOR STRINGS,6,2010
GORILLAZ,22,22,ON MELANCHOLY HILL,6,2010
DAVID GUETTA,23,1,WHEN LOVE TAKES OVER,6,2010
AGNES,24,10,ON & ON,6,2010
DIZZEE RASCAL,25,1,DANCE WIV ME,6,2010
BEATBULLYZ,26,26,SKILLS,6,2010
GRAMOPHONEDZIE,27,1,WHY DON'T YOU,6,2010
EXAMPLE,28,3,WATCH THE SUN COME UP,6,2010
OWL CITY,29,12,UMBRELLA BEACH,6,2010
CHEMICAL BROTHERS,30,13,SWOON,6,2010
FAITHLESS,31,3,GOD IS A DJ,6,2010
TV ROCK,32,6,IN THE AIR,6,2010
STEVE ANGELLO,33,1,SHOW ME LOVE,6,2010
KELLY ROWLAND,34,34,COMMANDER,6,2010
AGNES,35,19,RELEASE ME,6,2010
DJ SAMMY,36,3,HEAVEN,6,2010
N-DUBZ,37,1,I NEED YOU,6,2010
PENDULUM,38,2,BLOOD SUGAR/AXLE GRINDER,6,2010
CALVIN HARRIS,39,8,I'M NOT ALONE,6,2010
PRODIGY,40,1,OMEN,6,2010
YOLANDA BE COOL,1,1,WE NO SPEAK AMERICANO,8,2010
SWEDISH HOUSE MAFIA,2,2,ONE,8,2010
MAGNETIC MAN,3,3,I NEED AIR,8,2010
KELLY ROWLAND,4,2,COMMANDER,8,2010
EXAMPLE,5,1,KICKSTARTS,8,2010
DAVID GUETTA,6,1,GETTIN' OVER,8,2010
EDWARD MAYA,7,1,STEREO LOVE,8,2010
BASSHUNTER,8,5,SATURDAY,8,2010
FUGATIVE,9,9,BAD GIRL,8,2010
ROLL DEEP,10,1,GOOD TIMES,8,2010
DAVID GUETTA,11,2,MEMORIES,8,2010
KELIS,12,6,4TH OF JULY,8,2010
GORILLAZ,13,13,ON MELANCHOLY HILL,8,2010
INNA,14,1,HOT,8,2010
ROBYN,15,3,DANCING ON MY OWN,8,2010
KELIS,16,1,ACAPELLA,8,2010
CRYSTAL CASTLES,17,16,BAPTISM,8,2010
CHASE,18,2,END CREDITS,8,2010
EXAMPLE,19,1,WON'T GO QUIETLY,8,2010
DAVID GUETTA,20,2,SEXY CHICK,8,2010
DONAE'O,21,21,I'M FLY,8,2010
DIZZEE RASCAL,22,1,BONKERS,8,2010
BLACK EYED PEAS,23,1,ROCK THAT BODY,8,2010
GRAMOPHONEDZIE,24,1,WHY DON'T YOU,8,2010
STROMAE,25,18,ALORS ON DANSE,8,2010
DIZZEE RASCAL,26,2,HOLIDAY,8,2010
DAVID GUETTA,27,1,WHEN LOVE TAKES OVER,8,2010
ESTELLE,28,13,FREAK,8,2010
TIESTO,29,2,ADAGIO FOR STRINGS,8,2010
DAN BALAN,30,7,CHICA BOMB,8,2010
SIDNEY SAMSON,31,1,RIVERSIDE,8,2010
FAITHLESS,32,1,INSOMNIA 2005,8,2010
BEATS INTERNATIONAL,33,33,DUB BE GOOD TO ME,8,2010
CALVIN HARRIS,34,8,I'M NOT ALONE,8,2010
KELE,35,6,TENDERONI,8,2010
EXAMPLE,36,3,WATCH THE SUN COME UP,8,2010
LIVIN' JOY,37,1,DREAMER,8,2010
PRODIGY,38,5,INVADERS MUST DIE,8,2010
AVICII,39,39,MY FEELINGS FOR YOU,8,2010
DENNIS FERRER,40,11,HEY HEY,8,2010
FLO RIDA,1,1,CLUB CAN'T HANDLE ME,9,2010
KATY B,2,2,KATY ON A MISSION,9,2010
YOLANDA BE COOL,3,1,WE NO SPEAK AMERICANO,9,2010
SWEDISH HOUSE MAFIA,4,2,ONE,9,2010
CHASE,5,3,LET YOU GO,9,2010
INNA,6,5,AMAZING,9,2010
MAGNETIC MAN,7,3,I NEED AIR,9,2010
EXAMPLE,8,1,KICKSTARTS,9,2010
TINCHY STRYDER,9,3,IN MY SYSTEM,9,2010
DJ FRESH,10,7,GOLD DUST,9,2010
EDWARD MAYA,11,1,STEREO LOVE,9,2010
STROMAE,12,11,ALORS ON DANSE,9,2010
KELLY ROWLAND,13,2,COMMANDER,9,2010
DAVID GUETTA,14,1,GETTIN' OVER,9,2010
CASPA,15,13,LOVE NEVER DIES,9,2010
DAVID GUETTA,16,2,MEMORIES,9,2010
ROLL DEEP,17,1,GOOD TIMES,9,2010
INNA,18,1,HOT,9,2010
DAVID GUETTA,19,2,SEXY CHICK,9,2010
CHASE,20,2,END CREDITS,9,2010
AVICII,21,21,MY FEELINGS FOR YOU,9,2010
EXAMPLE,22,22,LAST ONES STANDING,9,2010
PRODIGY,23,5,INVADERS MUST DIE,9,2010
BENNY BENASSI,24,18,SPACESHIP,9,2010
DIZZEE RASCAL,25,1,BONKERS,9,2010
EXAMPLE,26,1,WON'T GO QUIETLY,9,2010
ARMIN VAN BUUREN,27,27,NOT GIVING UP ON LOVE,9,2010
GRAMOPHONEDZIE,28,1,WHY DON'T YOU,9,2010
KATY B,29,29,LOUDER,9,2010
FAITHLESS,30,1,INSOMNIA 2005,9,2010
CALVIN HARRIS,31,8,I'M NOT ALONE,9,2010
DAVID GUETTA,32,1,WHEN LOVE TAKES OVER,9,2010
DEADMAU5,33,33,ARGURU,9,2010
KELE,34,17,EVERYTHING YOU WANTED,9,2010
ROBYN,35,3,DANCING ON MY OWN,9,2010
KELIS,36,1,ACAPELLA,9,2010
FAITHLESS,37,23,FEELING GOOD,9,2010
EXAMPLE,38,3,WATCH THE SUN COME UP,9,2010
SIDNEY SAMSON,39,1,RIVERSIDE,9,2010
HURTS,40,6,BETTER THAN LOVE,9,2010
KATY B,1,1,KATY ON A MISSION,10,2010
ALEX GAUDINO,2,2,I'M IN LOVE,10,2010
FLO RIDA,3,1,CLUB CAN'T HANDLE ME,10,2010
YOLANDA BE COOL,4,1,WE NO SPEAK AMERICANO,10,2010
SWEDISH HOUSE MAFIA,5,2,ONE,10,2010
DJ FRESH,6,6,GOLD DUST,10,2010
STROMAE,7,5,ALORS ON DANSE,10,2010
EXAMPLE,8,7,LAST ONES STANDING,10,2010
EXAMPLE,9,1,KICKSTARTS,10,2010
MAGNETIC MAN,10,3,I NEED AIR,10,2010
EDWARD MAYA,11,1,STEREO LOVE,10,2010
CHASE,12,3,LET YOU GO,10,2010
KELLY ROWLAND,13,2,COMMANDER,10,2010
INNA,14,5,AMAZING,10,2010
DEADMAU5,15,15,ANIMAL RIGHTS,10,2010
DAVID GUETTA,16,1,GETTIN' OVER,10,2010
TENSNAKE,17,17,COMA CAT,10,2010
CHERYL LYNN,18,7,GOT TO BE REAL,10,2010
CHASE,19,2,END CREDITS,10,2010
DAVID GUETTA,20,2,MEMORIES,10,2010
TINCHY STRYDER,21,3,IN MY SYSTEM,10,2010
DAVID GUETTA,22,2,SEXY CHICK,10,2010
KATY B,23,21,LOUDER,10,2010
EXAMPLE,24,1,WON'T GO QUIETLY,10,2010
ROLL DEEP,25,1,GOOD TIMES,10,2010
DIZZEE RASCAL,26,1,BONKERS,10,2010
INNA,27,1,HOT,10,2010
ROBYN,28,3,DANCING ON MY OWN,10,2010
KELIS,29,1,ACAPELLA,10,2010
SIDNEY SAMSON,30,1,RIVERSIDE,10,2010
DAVID GUETTA,31,1,WHEN LOVE TAKES OVER,10,2010
PRODIGY,32,5,INVADERS MUST DIE,10,2010
HURTS,33,6,BETTER THAN LOVE,10,2010
DJ ZINC,34,4,WILE OUT,10,2010
PENDULUM,35,3,PROPANE NIGHTMARES,10,2010
TIESTO,36,2,ADAGIO FOR STRINGS,10,2010
PRODIGY,37,1,OMEN,10,2010
EXAMPLE,38,3,WATCH THE SUN COME UP,10,2010
DIZZEE RASCAL,39,2,HOLIDAY,10,2010
BASSHUNTER,40,5,SATURDAY,10,2010
DUCK SAUCE,1,1,BARBRA STREISAND,11,2010
SWEDISH HOUSE MAFIA,2,1,MIAMI 2 IBIZA,11,2010
TIM BERG,3,3,SEEK BROMANCE,11,2010
KATY B,4,1,KATY ON A MISSION,11,2010
YOLANDA BE COOL,5,1,WE NO SPEAK AMERICANO,11,2010
FLO RIDA,6,1,CLUB CAN'T HANDLE ME,11,2010
DJ FRESH,7,6,GOLD DUST,11,2010
SWEDISH HOUSE MAFIA,8,2,ONE,11,2010
EXAMPLE,9,1,KICKSTARTS,11,2010
ALEX GAUDINO,10,2,I'M IN LOVE,11,2010
MAGNETIC MAN,11,3,I NEED AIR,11,2010
STROMAE,12,5,ALORS ON DANSE,11,2010
CHASE,13,3,LET YOU GO,11,2010
EDWARD MAYA,14,1,STEREO LOVE,11,2010
KELLY ROWLAND,15,2,COMMANDER,11,2010
DAVID GUETTA,16,2,SEXY CHICK,11,2010
CHASE,17,2,END CREDITS,11,2010
DAVID GUETTA,18,1,GETTIN' OVER,11,2010
DAVID GUETTA,19,1,WHEN LOVE TAKES OVER,11,2010
DANNY BYRD,20,7,ILL BEHAVIOUR,11,2010
INNA,21,5,AMAZING,11,2010
EXAMPLE,22,7,LAST ONES STANDING,11,2010
DAVID GUETTA,23,2,MEMORIES,11,2010
ROLL DEEP,24,1,GOOD TIMES,11,2010
KATY B,25,21,LOUDER,11,2010
DIZZEE RASCAL,26,1,BONKERS,11,2010
MAJOR LAZER,27,19,PON DE FLOOR,11,2010
INNA,28,1,HOT,11,2010
KELIS,29,1,ACAPELLA,11,2010
EXAMPLE,30,1,WON'T GO QUIETLY,11,2010
STEVE ANGELLO,31,1,SHOW ME LOVE,11,2010
HADOUKEN,32,20,MECHA LOVE,11,2010
GRAMOPHONEDZIE,33,1,WHY DON'T YOU,11,2010
DEADMAU5,34,1,I REMEMBER,11,2010
TIESTO,35,2,ADAGIO FOR STRINGS,11,2010
DEADMAU5,36,2,GHOSTS 'N' STUFF,11,2010
ARMIN VAN BUUREN,37,37,IN AND OUT OF LOVE,11,2010
CASCADA,38,9,EVACUATE THE DANCEFLOOR,11,2010
DIZZEE RASCAL,39,2,HOLIDAY,11,2010
TINCHY STRYDER,40,3,IN MY SYSTEM,11,2010
BLACK EYED PEAS,1,1,THE TIME,12,2010
DUCK SAUCE,2,1,BARBRA STREISAND,12,2010
TINCHY STRYDER,3,2,GAME OVER,12,2010
SWEDISH HOUSE MAFIA,4,1,MIAMI 2 IBIZA,12,2010
TIM BERG,5,3,SEEK BROMANCE,12,2010
FLO RIDA,6,1,CLUB CAN'T HANDLE ME,12,2010
KATY B,7,1,KATY ON A MISSION,12,2010
YOLANDA BE COOL,8,1,WE NO SPEAK AMERICANO,12,2010
DJ FRESH,9,6,GOLD DUST,12,2010
SWEDISH HOUSE MAFIA,10,2,ONE,12,2010
EXAMPLE,11,1,KICKSTARTS,12,2010
INNA,12,8,DEJA VU,12,2010
DEADMAU5,13,13,BAD SELECTION,12,2010
STROMAE,14,5,ALORS ON DANSE,12,2010
ALEX GAUDINO,15,2,I'M IN LOVE,12,2010
MAGNETIC MAN,16,3,I NEED AIR,12,2010
CHASE,17,2,END CREDITS,12,2010
EDWARD MAYA,18,1,STEREO LOVE,12,2010
EXAMPLE,19,10,TWO LIVES,12,2010
DAVID GUETTA,20,1,GETTIN' OVER,12,2010
CHASE,21,3,LET YOU GO,12,2010
DANNY BYRD,22,22,WE CAN HAVE IT ALL,12,2010
KELLY ROWLAND,23,2,COMMANDER,12,2010
DAVID GUETTA,24,2,MEMORIES,12,2010
CASCADA,25,9,EVACUATE THE DANCEFLOOR,12,2010
TINCHY STRYDER,26,3,IN MY SYSTEM,12,2010
ROLL DEEP,27,1,GOOD TIMES,12,2010
DEADMAU5,28,13,RIGHT THIS SECOND,12,2010
DAVID GUETTA,29,2,SEXY CHICK,12,2010
CHEMICAL BROTHERS,30,12,SWOON,12,2010
DAVID GUETTA,31,1,WHEN LOVE TAKES OVER,12,2010
DELERIUM,32,4,SILENCE,12,2010
MASSIVE ATTACK,33,3,TEARDROP,12,2010
DIZZEE RASCAL,34,1,BONKERS,12,2010
DARUDE,35,1,SANDSTORM,12,2010
EXAMPLE,36,1,WON'T GO QUIETLY,12,2010
MASSIVE ATTACK,37,37,ATLAS AIR EP,12,2010
FATBOY SLIM,38,2,RIGHT HERE RIGHT NOW,12,2010
KATY B,39,21,LOUDER,12,2010
INNA,40,5,AMAZING,12,2010
BLACK EYED PEAS,1,1,THE TIME,1,2011
DAVID GUETTA,2,2,WHO'S THAT CHICK,1,2011
DUCK SAUCE,3,1,BARBRA STREISAND,1,2011
TINCHY STRYDER,4,2,GAME OVER,1,2011
SWEDISH HOUSE MAFIA,5,1,MIAMI 2 IBIZA,1,2011
KATY B,6,1,KATY ON A MISSION,1,2011
FLO RIDA,7,1,CLUB CAN'T HANDLE ME,1,2011
AFROJACK,8,3,TAKE OVER CONTROL,1,2011
YOLANDA BE COOL,9,1,WE NO SPEAK AMERICANO,1,2011
AVICII,10,4,MY FEELINGS FOR YOU,1,2011
TIM BERG,11,3,SEEK BROMANCE,1,2011
DJ FRESH,12,6,GOLD DUST,1,2011
DEADMAU5,13,11,ANIMAL RIGHTS,1,2011
EXAMPLE,14,1,KICKSTARTS,1,2011
SWEDISH HOUSE MAFIA,15,2,ONE,1,2011
MAGNETIC MAN,16,3,I NEED AIR,1,2011
EDWARD MAYA,17,1,STEREO LOVE,1,2011
DAFT PUNK,18,18,DEREZZED,1,2011
DAVID GUETTA,19,2,MEMORIES,1,2011
DAVID GUETTA,20,2,SEXY CHICK,1,2011
DAVID GUETTA,21,1,GETTIN' OVER,1,2011
CHASE,22,2,END CREDITS,1,2011
ALEX GAUDINO,23,2,I'M IN LOVE,1,2011
CASCADA,24,9,EVACUATE THE DANCEFLOOR,1,2011
ROBYN,25,3,DANCING ON MY OWN,1,2011
TRUE TIGER,26,26,SLANG LIKE THIS,1,2011
CHASE,27,3,LET YOU GO,1,2011
KELLY ROWLAND,28,2,COMMANDER,1,2011
DAVID GUETTA,29,1,WHEN LOVE TAKES OVER,1,2011
BLACK EYED PEAS,30,1,ROCK THAT BODY,1,2011
DIZZEE RASCAL,31,1,BONKERS,1,2011
KATY B,32,21,LOUDER,1,2011
STROMAE,33,5,ALORS ON DANSE,1,2011
PLANET FUNK,34,4,CHASE THE SUN,1,2011
NERO,35,16,INNOCENCE/ELECTRON,1,2011
ROLL DEEP,36,1,GOOD TIMES,1,2011
TINCHY STRYDER,37,3,IN MY SYSTEM,1,2011
MELANIE FIONA,38,38,LET IT RAIN,1,2011
DAFT PUNK,39,3,HARDER BETTER FASTER STRONGER,1,2011
DEADMAU5,40,2,GHOSTS 'N' STUFF,1,2011
CHASE,1,1,BLIND FAITH,2,2011
MARTIN SOLVEIG,2,2,HELLO,2,2011
TINCHY STRYDER,3,3,LET IT RAIN,2,2011
DAVID GUETTA,4,1,WHO'S THAT CHICK,2,2011
BLACK EYED PEAS,5,1,THE TIME,2,2011
NERO,6,3,ME AND YOU,2,2011
SWEDISH HOUSE MAFIA,7,1,MIAMI 2 IBIZA,2,2011
DUCK SAUCE,8,1,BARBRA STREISAND,2,2011
KATY B,9,1,KATY ON A MISSION,2,2011
FLO RIDA,10,1,CLUB CAN'T HANDLE ME,2,2011
DJ FRESH,11,6,GOLD DUST,2,2011
AFROJACK,12,3,TAKE OVER CONTROL,2,2011
TINCHY STRYDER,13,2,GAME OVER,2,2011
YOLANDA BE COOL,14,1,WE NO SPEAK AMERICANO,2,2011
MASSIVE ATTACK,15,3,TEARDROP,2,2011
TIM BERG,16,3,SEEK BROMANCE,2,2011
CHASE,17,2,END CREDITS,2,2011
KELLY ROWLAND,18,2,COMMANDER,2,2011
EXAMPLE,19,1,KICKSTARTS,2,2011
DAVID GUETTA,20,1,WHEN LOVE TAKES OVER,2,2011
